,time,id,x,y,speed,east,north,coor,sinr,site
227,3,56,1335.92,981.61,3.59,385583,6671546,3855836671546,4.5882,2
228,3,57,1846.15,905.7,4.84,386093,6671470,3860936671470,9.7174,12
229,3,59,1103.5,1338.07,3.57,385351,6671902,3853516671902,7.8328,5
230,3,6,1349.94,1556.99,0.35,385597,6672121,3855976672121,8.5540,5
231,3,60,1869.29,1074.46,4.18,386116,6671639,3861166671639,10.6349,4
232,3,61,1603.3,693.89,3.75,385850,6671258,3858506671258,24.2487,6
233,3,62,1481.28,595.21,1.08,385728,6671160,3857286671160,18.3350,9
234,3,63,1870.04,1051.87,3.16,386117,6671616,3861176671616,10.3515,4
235,3,64,1658.26,1169.69,3.37,385905,6671734,3859056671734,10.1752,6
236,3,65,1575.49,748.76,3.04,385823,6671313,3858236671313,30.8372,6
237,3,66,1597.73,1008.36,0.0,385845,6671573,3858456671573,15.0004,2
238,3,67,1764.96,1010.55,3.83,386012,6671575,3860126671575,3.7586,3
239,3,68,1309.78,1615.47,3.46,385557,6672180,3855576672180,10.3909,10
240,3,69,1149.5,859.54,3.48,385397,6671424,3853976671424,6.6592,1
241,3,7,1836.78,1232.1,3.58,386084,6671796,3860846671796,26.7382,3
242,3,71,1453.48,648.5,3.28,385701,6671213,3857016671213,31.3986,9
243,3,73,1969.79,1305.37,4.14,386217,6671870,3862176671870,15.6057,3
244,3,74,1661.12,905.08,2.43,385908,6671469,3859086671469,5.5435,6
245,3,75,1625.13,965.52,3.42,385872,6671530,3858726671530,9.4629,2
246,3,76,1269.02,1223.52,4.36,385516,6671788,3855166671788,7.6440,5
247,3,77,1314.06,1155.6,4.07,385561,6671720,3855616671720,5.9941,2
248,3,78,1573.92,757.03,3.27,385821,6671321,3858216671321,15.0582,6
249,3,79,1531.91,1271.39,5.01,385779,6671836,3857796671836,3.0867,8
250,3,8,1490.39,1082.76,3.68,385737,6671647,3857376671647,11.5844,7
251,3,80,1994.25,827.75,3.44,386241,6671392,3862416671392,12.8287,12
252,3,81,1660.11,1100.04,4.79,385907,6671664,3859076671664,10.5086,6
253,3,82,1641.45,1045.96,3.14,385889,6671610,3858896671610,13.4192,2
254,3,85,1768.06,1013.57,4.55,386015,6671578,3860156671578,3.5513,3
255,3,86,1238.1,917.7,3.19,385485,6671482,3854856671482,3.7268,1
256,3,87,1867.81,1119.9,2.76,386115,6671684,3861156671684,9.9314,4
257,3,88,1486.11,596.37,3.62,385733,6671161,3857336671161,20.1712,9
258,3,9,1388.17,884.82,3.9,385635,6671449,3856356671449,21.8844,2
259,3,90,1896.77,962.47,4.78,386144,6671527,3861446671527,32.7058,12
260,3,91,1920.65,1060.72,3.87,386168,6671625,3861686671625,28.6044,12
261,3,93,1504.98,1336.34,4.27,385752,6671901,3857526671901,6.0774,10
262,3,94,1151.36,1113.29,4.02,385398,6671678,3853986671678,13.4044,8
263,3,95,1868.65,1230.51,4.45,386116,6671795,3861166671795,11.2788,3
264,3,96,1274.98,1319.3,3.85,385522,6671884,3855226671884,21.7340,7
265,3,97,1880.41,773.05,4.09,386127,6671337,3861276671337,5.4242,6
266,3,98,1037.04,1289.02,3.2,385284,6671853,3852846671853,6.6238,5
267,4,0,1871.23,944.38,6.85,386118,6671509,3861186671509,5.8898,12
268,4,1,1169.82,1036.41,6.05,385417,6671601,3854176671601,8.8431,8
269,4,10,1400.52,1309.61,5.09,385648,6671874,3856486671874,10.8876,7
270,4,11,2033.32,1306.91,4.14,386280,6671871,3862806671871,21.8664,3
271,4,12,1112.66,1126.34,5.44,385360,6671691,3853606671691,6.9680,8
272,4,13,1477.05,612.58,6.46,385724,6671177,3857246671177,31.3002,9
273,4,14,1230.04,679.5,6.22,385477,6671244,3854776671244,10.3014,11
274,4,15,1403.07,1018.95,0.63,385650,6671583,3856506671583,6.7454,5
275,4,16,1323.83,842.51,0.04,385571,6671407,3855716671407,11.7635,9
276,4,17,1111.77,830.97,2.46,385359,6671395,3853596671395,6.4653,11
277,4,18,1382.73,1512.19,6.56,385630,6672077,3856306672077,9.3190,10
278,4,19,1938.0,1059.56,3.39,386185,6671624,3861856671624,29.2380,12
279,4,2,1970.69,1328.27,5.67,386218,6671893,3862186671893,10.5972,12
280,4,20,1850.59,755.19,5.21,386098,6671320,3860986671320,16.3975,6
281,4,21,1769.42,895.75,4.91,386016,6671460,3860166671460,3.8050,6
282,4,22,1487.16,1362.46,0.0,385734,6671927,3857346671927,9.3533,10
283,4,23,1966.71,1337.49,4.57,386214,6671902,3862146671902,11.7166,12
284,4,24,1526.8,1106.65,3.28,385774,6671671,3857746671671,11.3707,7
285,4,25,1015.49,1058.47,5.65,385263,6671623,3852636671623,7.1752,1
286,4,26,1745.77,906.11,4.99,385993,6671470,3859936671470,5.2870,2
287,4,27,1865.34,1210.18,5.13,386112,6671775,3861126671775,11.2159,3
288,4,28,1615.13,1030.76,5.74,385862,6671595,3858626671595,24.1129,2
289,4,29,1270.04,934.64,7.07,385517,6671499,3855176671499,7.6437,9
290,4,3,1733.52,772.17,7.22,385981,6671337,3859816671337,29.1249,6
